feature,coef
carts,1.5141228669013953
total_events,1.0491238727241345
unique_products,-0.3969132929665406
unique_categories,-0.22855942782926522
unique_brands,-0.22245994863673996
sessions,0.1901916455651487
active_days,0.12379102516918417
views,0.10265662157456866
avg_price,-0.020703214890674938
max_price,-0.0038985785183000303
